Planet: {x: 703.2291046309314, y: 392.06130840454233, z: 814.9882559583394}, Habitable: false, Surface Area: 0
Planet: {x: 305.13107037602504, y: 789.7650764335787, z: 310.6939549233736}, Habitable: false, Surface Area: 0
Planet: {x: 172.58102494429895, y: 764.4688633959469, z: 168.57645136379352}, Habitable: true, Surface Area: 17261321
Planet: {x: 540.5465519081638, y: 636.1058292291619, z: 857.6482474897431}, Habitable: true, Surface Area: 30587763
Planet: {x: 852.2727144754388, y: 879.8410161662296, z: 647.9723001581812}, Habitable: true, Surface Area: 38566907
Planet: {x: 728.5348273726597, y: 622.409256618212, z: 292.17772889261573}, Habitable: true, Surface Area: 58746850
Planet: {x: 869.5722669021677, y: 134.18525552368376, z: 277.1114978041256}, Habitable: true, Surface Area: 9866128
Planet: {x: 808.8681942137019, y: 196.568566036307, z: 878.9442909213511}, Habitable: false, Surface Area: 0
Planet: {x: 3.273694131974647, y: 57.756932225713875, z: 609.411665292582}, Habitable: true, Surface Area: 6533038
Planet: {x: 782.7643497755416, y: 683.9823020653248, z: 243.19199902617595}, Habitable: false, Surface Area: 0
Planet: {x: 392.7882844935708, y: 634.2712240227553, z: 926.5442098844661}, Habitable: false, Surface Area: 0
Planet: {x: 401.56277113531246, y: 501.6297666336529, z: 738.4033787930601}, Habitable: false, Surface Area: 0
Planet: {x: 462.94445068617927, y: 441.5736372299215, z: 942.0393661712399}, Habitable: false, Surface Area: 0
Planet: {x: 873.7898008086173, y: 457.662339361719, z: 231.22162449165006}, Habitable: true, Surface Area: 73910692
Planet: {x: 178.7968206141628, y: 143.58636250583578, z: 432.47954905619525}, Habitable: true, Surface Area: 5594131
Planet: {x: 582.7886941797866, y: 637.3057661656234, z: 421.18494108767493}, Habitable: false, Surface Area: 0
Planet: {x: 221.79730706379019, y: 830.0805053103404, z: 741.3404367682122}, Habitable: true, Surface Area: 33430383
Planet: {x: 318.28126463177165, y: 236.413531695302, z: 960.3825323955464}, Habitable: false, Surface Area: 0
Planet: {x: 136.94378767630155, y: 413.9306969401444, z: 635.0643524971638}, Habitable: false, Surface Area: 0
Planet: {x: 539.7460991165261, y: 168.44709346959408, z: 28.12190633490608}, Habitable: false, Surface Area: 0
Planet: {x: 145.41389570785412, y: 169.15002496015873, z: 350.0745368740903}, Habitable: true, Surface Area: 78799255
Planet: {x: 905.7255905328299, y: 413.3376214308626, z: 50.362886353563006}, Habitable: false, Surface Area: 0
Planet: {x: 787.5428020190138, y: 370.9524485933262, z: 980.5473594164451}, Habitable: true, Surface Area: 62981639
Planet: {x: 381.61188360514075, y: 53.53388761388378, z: 750.4611816752503}, Habitable: true, Surface Area: 21857572
Planet: {x: 133.3336514509651, y: 886.9434542791616, z: 589.8273400126936}, Habitable: false, Surface Area: 0
Planet: {x: 355.97464667414044, y: 148.20852714255395, z: 846.2551415246639}, Habitable: true, Surface Area: 37274832
Planet: {x: 690.6506118895433, y: 542.8007133155344, z: 823.3179938950765}, Habitable: false, Surface Area: 0
Planet: {x: 255.23814246957068, y: 833.0874199110083, z: 232.62008261879075}, Habitable: true, Surface Area: 43992357
Planet: {x: 350.1193396338631, y: 868.9145934700741, z: 66.88744891936626}, Habitable: false, Surface Area: 0
Planet: {x: 125.76090922169692, y: 652.4248911412236, z: 198.52420217413047}, Habitable: false, Surface Area: 0
Planet: {x: 559.293951050464, y: 543.1773918676264, z: 883.0057262328309}, Habitable: true, Surface Area: 74752651
Planet: {x: 515.6418114334078, y: 86.32499969366015, z: 514.635571116955}, Habitable: false, Surface Area: 0
Planet: {x: 482.76257098234487, y: 682.3037765787275, z: 892.8591244314739}, Habitable: false, Surface Area: 0
Planet: {x: 294.3359427640293, y: 49.28236338826575, z: 62.19914935393045}, Habitable: false, Surface Area: 0
Planet: {x: 897.3903705890871, y: 636.4782421627079, z: 93.54011003098451}, Habitable: false, Surface Area: 0
Planet: {x: 164.36538448506988, y: 308.81097756602907, z: 246.85363200134591}, Habitable: true, Surface Area: 13628527
Planet: {x: 449.8112081415362, y: 114.87916806361565, z: 180.8210909440997}, Habitable: false, Surface Area: 0
Planet: {x: 995.4651576364639, y: 700.9965693059736, z: 134.16450469767227}, Habitable: false, Surface Area: 0
Planet: {x: 178.82368376867342, y: 425.9296853189478, z: 667.0800345222602}, Habitable: true, Surface Area: 48780705
Planet: {x: 740.1000595223502, y: 595.7178317375729, z: 177.93727315912355}, Habitable: true, Surface Area: 18269838
Planet: {x: 724.071410957587, y: 764.0272781208544, z: 111.28144278922925}, Habitable: false, Surface Area: 0
Planet: {x: 808.3123853544214, y: 580.0724203103063, z: 823.7119355704527}, Habitable: false, Surface Area: 0
Planet: {x: 26.286580179139428, y: 829.9251793788154, z: 430.07132263665284}, Habitable: true, Surface Area: 50249797
Planet: {x: 58.08217836018148, y: 492.15816879472254, z: 718.3847151615952}, Habitable: false, Surface Area: 0
Planet: {x: 998.3263659649981, y: 930.880717443153, z: 338.7774561532919}, Habitable: true, Surface Area: 68977369
Planet: {x: 632.3865345297388, y: 865.1654512374083, z: 98.08247048339358}, Habitable: false, Surface Area: 0
Planet: {x: 935.9814102037407, y: 242.97663184984563, z: 967.2062574926605}, Habitable: true, Surface Area: 77954182
Planet: {x: 979.268503486133, y: 834.4735996494969, z: 485.01042426673257}, Habitable: false, Surface Area: 0
Planet: {x: 30.045702326425115, y: 630.6515784650744, z: 468.54577269138576}, Habitable: true, Surface Area: 12523700
Planet: {x: 328.7909217965412, y: 997.6713089325794, z: 523.8360377671582}, Habitable: false, Surface Area: 0
Planet: {x: 914.4046553987881, y: 365.3090732165734, z: 667.0498984478477}, Habitable: false, Surface Area: 0
Planet: {x: 34.31045909286246, y: 699.0900851210957, z: 528.339056993729}, Habitable: true, Surface Area: 94507627
Planet: {x: 646.5361393722055, y: 633.5723906566188, z: 476.7524589530696}, Habitable: false, Surface Area: 0
Planet: {x: 523.070841713881, y: 914.2171352464943, z: 874.781094542943}, Habitable: true, Surface Area: 14687411
Planet: {x: 290.8099521551555, y: 347.302585507506, z: 744.1488113742529}, Habitable: true, Surface Area: 3514276
Planet: {x: 225.76159843083366, y: 717.5347804108785, z: 706.8164621204254}, Habitable: true, Surface Area: 65809094
Planet: {x: 703.279132188438, y: 43.52075832663216, z: 362.795459016088}, Habitable: false, Surface Area: 0
Planet: {x: 633.6469928093616, y: 767.4622730292338, z: 567.5005871041552}, Habitable: true, Surface Area: 97350053
Planet: {x: 153.0259192685164, y: 215.28290635221325, z: 174.90497090131885}, Habitable: true, Surface Area: 8044144
Planet: {x: 142.61366265796238, y: 385.55015678785344, z: 317.6069369068082}, Habitable: false, Surface Area: 0
Planet: {x: 362.6185651179785, y: 256.27446800559574, z: 539.8281326006786}, Habitable: true, Surface Area: 36630753
Planet: {x: 746.8139131663942, y: 636.1976234400313, z: 207.28756901036238}, Habitable: false, Surface Area: 0
Planet: {x: 12.045868828582496, y: 695.0146738508713, z: 933.6847504539811}, Habitable: true, Surface Area: 79638607
Planet: {x: 884.5915371166093, y: 599.6814596748114, z: 27.405916225696323}, Habitable: false, Surface Area: 0
Planet: {x: 797.9212311734877, y: 280.82390281948256, z: 886.0723271307373}, Habitable: true, Surface Area: 69726364
Planet: {x: 167.68949201094108, y: 635.9205869299502, z: 633.8978380358087}, Habitable: true, Surface Area: 14679233
Planet: {x: 786.0630511754052, y: 674.3743553322041, z: 26.53281545333286}, Habitable: true, Surface Area: 84043859
Planet: {x: 574.7803502962141, y: 888.3268961553854, z: 181.78348185903204}, Habitable: true, Surface Area: 83845035
Planet: {x: 532.793993240702, y: 527.8166352113667, z: 991.3572011032566}, Habitable: true, Surface Area: 34064894
Planet: {x: 717.1461087131936, y: 391.9042068471581, z: 776.6633131945431}, Habitable: false, Surface Area: 0
Planet: {x: 645.0429379500575, y: 960.6136299558403, z: 316.25962268483}, Habitable: true, Surface Area: 62890056
Planet: {x: 725.5122977567898, y: 365.10148866657823, z: 619.4490764030613}, Habitable: false, Surface Area: 0
Planet: {x: 185.2572471785623, y: 265.24856815434237, z: 39.59386360785366}, Habitable: false, Surface Area: 0
Planet: {x: 647.0492420174876, y: 791.0464260956089, z: 921.3311099364072}, Habitable: false, Surface Area: 0
Planet: {x: 283.2569005787462, y: 126.75577088272694, z: 86.4525431850487}, Habitable: false, Surface Area: 0
Planet: {x: 365.0921341208986, y: 7.6308318708782075, z: 764.0803601104762}, Habitable: false, Surface Area: 0
Planet: {x: 664.565329234317, y: 675.4417838287505, z: 771.6825917701328}, Habitable: true, Surface Area: 35437985
Planet: {x: 192.60645646973785, y: 367.8419771993524, z: 332.76214930013384}, Habitable: false, Surface Area: 0
Planet: {x: 574.5774823911268, y: 360.31527212774296, z: 676.7765741883585}, Habitable: true, Surface Area: 86193085
Planet: {x: 608.1568667150867, y: 121.50673237739507, z: 754.6521749383959}, Habitable: false, Surface Area: 0
Planet: {x: 392.6325719298129, y: 395.9121989585777, z: 235.06739640368934}, Habitable: true, Surface Area: 72757586
Planet: {x: 374.98381145098426, y: 730.0621957588091, z: 221.55736278388605}, Habitable: true, Surface Area: 28455144
Planet: {x: 386.63865821933217, y: 889.6410079184653, z: 646.7497520287093}, Habitable: false, Surface Area: 0
Planet: {x: 567.0114069095573, y: 276.87845139452173, z: 308.3264348828829}, Habitable: true, Surface Area: 58704279
Planet: {x: 253.91538261379497, y: 846.3895963544694, z: 526.2363101851757}, Habitable: false, Surface Area: 0
Planet: {x: 750.4619315504508, y: 859.0460407696241, z: 662.6307602674879}, Habitable: true, Surface Area: 20947915
Planet: {x: 607.3778903669571, y: 972.1360580110523, z: 695.5426715718636}, Habitable: false, Surface Area: 0
Planet: {x: 110.29417188029278, y: 742.5869466573072, z: 808.9896949235491}, Habitable: false, Surface Area: 0
Planet: {x: 872.6069633366493, y: 190.7666793367313, z: 544.3294518270627}, Habitable: false, Surface Area: 0
Planet: {x: 939.2389920971709, y: 148.97865998162584, z: 731.6402705003898}, Habitable: true, Surface Area: 35120022
Planet: {x: 360.74259290057233, y: 523.3499816664436, z: 804.772864863644}, Habitable: false, Surface Area: 0
Planet: {x: 749.8454205337523, y: 990.079307470848, z: 334.3584645057094}, Habitable: false, Surface Area: 0
Planet: {x: 200.74489260081396, y: 33.15620227103633, z: 588.1508204801695}, Habitable: true, Surface Area: 42400150
Planet: {x: 876.0721921418386, y: 972.5328845129854, z: 600.7288105192803}, Habitable: true, Surface Area: 87066797
Planet: {x: 199.26362820433695, y: 622.558408800628, z: 894.9988229505732}, Habitable: true, Surface Area: 79526823
Planet: {x: 536.2182694444671, y: 774.6169734122394, z: 916.3963373575896}, Habitable: false, Surface Area: 0
Planet: {x: 174.99064595443636, y: 548.4052844907848, z: 580.5729869904906}, Habitable: true, Surface Area: 71121838
Planet: {x: 923.3322052650382, y: 23.247046861643696, z: 745.9694645327146}, Habitable: true, Surface Area: 89237100
Planet: {x: 958.5417268891348, y: 771.1664588265594, z: 211.7009191929915}, Habitable: true, Surface Area: 85764810
Planet: {x: 337.7270077046901, y: 877.7324680321005, z: 314.201700809543}, Habitable: false, Surface Area: 0
Planet: {x: 253.71561467413616, y: 995.9311309698211, z: 833.1695102607592}, Habitable: true, Surface Area: 79596501
Planet: {x: 298.57567583765655, y: 662.7581338270312, z: 7.391201393842195}, Habitable: false, Surface Area: 0
Planet: {x: 591.6694283364519, y: 130.222400824074, z: 161.70325633936744}, Habitable: true, Surface Area: 27948829
Planet: {x: 394.2465510758375, y: 425.1801136893583, z: 387.1906302722845}, Habitable: false, Surface Area: 0
Planet: {x: 824.5429553254858, y: 421.68710228265314, z: 246.49387970013748}, Habitable: false, Surface Area: 0
Planet: {x: 282.6507730519208, y: 427.8166488290587, z: 18.373147312800153}, Habitable: false, Surface Area: 0
Planet: {x: 365.0854192515851, y: 720.3967359884049, z: 816.8028835286485}, Habitable: false, Surface Area: 0
Planet: {x: 991.8173697490175, y: 827.3797146664374, z: 82.3492087590072}, Habitable: false, Surface Area: 0
Planet: {x: 852.5287308538982, y: 956.0382960990914, z: 315.86545629607923}, Habitable: false, Surface Area: 0
Planet: {x: 967.7090407354106, y: 257.5966736690527, z: 357.75505652340536}, Habitable: true, Surface Area: 83663229
Planet: {x: 501.2031960462071, y: 867.9432067280852, z: 110.41668161345375}, Habitable: false, Surface Area: 0
Planet: {x: 55.43492742947098, y: 470.2901920026976, z: 364.3021784207043}, Habitable: true, Surface Area: 52418080
Planet: {x: 610.3844474136928, y: 504.3363094659974, z: 612.4574549394667}, Habitable: true, Surface Area: 57261922
Planet: {x: 30.17573769313198, y: 27.657338332794936, z: 531.9343248880608}, Habitable: true, Surface Area: 56449796
Planet: {x: 70.53539564432486, y: 708.0967199066317, z: 678.4082701909822}, Habitable: false, Surface Area: 0
Planet: {x: 256.30470395154805, y: 301.05056114618134, z: 735.466681790087}, Habitable: false, Surface Area: 0
Planet: {x: 247.2562570561463, y: 365.4761584856434, z: 791.1142894403293}, Habitable: true, Surface Area: 17437674
Planet: {x: 394.5735034355755, y: 432.9476901731033, z: 621.5279795198741}, Habitable: false, Surface Area: 0
Planet: {x: 949.9820631150328, y: 380.85588458934507, z: 163.3499542309058}, Habitable: false, Surface Area: 0
Planet: {x: 88.1200944926015, y: 221.8734100344617, z: 552.5924727355663}, Habitable: true, Surface Area: 4343477
Planet: {x: 311.6493367862321, y: 273.4946322863505, z: 203.0234607857595}, Habitable: false, Surface Area: 0
Planet: {x: 0.7938608413753379, y: 433.7499412702981, z: 883.0774487856854}, Habitable: true, Surface Area: 27671509
Planet: {x: 582.2284517299707, y: 147.9551452243979, z: 696.2898982107604}, Habitable: true, Surface Area: 83183256
Planet: {x: 792.468164435614, y: 945.2660341193622, z: 771.664380401629}, Habitable: true, Surface Area: 90650365
Planet: {x: 562.8043039743957, y: 2.462478091431519, z: 267.5876413455225}, Habitable: true, Surface Area: 4655775
Planet: {x: 499.7038759023382, y: 712.5453655353309, z: 172.74819581613676}, Habitable: true, Surface Area: 94944941
Planet: {x: 704.6969979417659, y: 985.5404769894036, z: 510.59648888840627}, Habitable: false, Surface Area: 0
Planet: {x: 38.5589763905334, y: 804.8864329688572, z: 554.2220222761536}, Habitable: false, Surface Area: 0
Planet: {x: 653.1517752156391, y: 857.7578146174856, z: 266.8460872715197}, Habitable: true, Surface Area: 48388949
Planet: {x: 302.82017237220725, y: 557.550039936548, z: 869.4619078513135}, Habitable: true, Surface Area: 84353113
Planet: {x: 461.91191814624744, y: 674.6815503619321, z: 211.025348190778}, Habitable: true, Surface Area: 15584510
Planet: {x: 92.54405261077659, y: 354.3431936060679, z: 182.30657450710598}, Habitable: true, Surface Area: 22508508
Planet: {x: 368.90113182994753, y: 30.369068370108554, z: 987.560945284585}, Habitable: false, Surface Area: 0
Planet: {x: 141.34176297971425, y: 185.5881665888379, z: 549.3666562524833}, Habitable: false, Surface Area: 0
Planet: {x: 484.4609206170782, y: 652.8584631440857, z: 731.5848322711214}, Habitable: false, Surface Area: 0
Planet: {x: 261.33610950797134, y: 516.3363091568218, z: 638.1559228625251}, Habitable: true, Surface Area: 62502145
Planet: {x: 680.5288345784113, y: 658.679318441751, z: 838.9317767799771}, Habitable: true, Surface Area: 43309581
Planet: {x: 880.2114902157465, y: 258.3765751208873, z: 66.85456001341872}, Habitable: false, Surface Area: 0
Planet: {x: 653.106933217792, y: 70.69273583329627, z: 600.1825540136392}, Habitable: false, Surface Area: 0
Planet: {x: 463.26688332858424, y: 142.88729089031338, z: 106.76756936639697}, Habitable: false, Surface Area: 0
Planet: {x: 992.7457814957272, y: 75.20146125481597, z: 905.7281067240117}, Habitable: false, Surface Area: 0
Planet: {x: 373.89668077841856, y: 838.84667817274, z: 122.61659950785786}, Habitable: false, Surface Area: 0
Planet: {x: 753.3297716850111, y: 492.64072022769636, z: 274.90973130567653}, Habitable: true, Surface Area: 91695103
Planet: {x: 337.41812568380715, y: 287.6068867952943, z: 583.9591672406995}, Habitable: false, Surface Area: 0
Planet: {x: 715.4454458346213, y: 609.5870804350753, z: 300.7972716215024}, Habitable: false, Surface Area: 0
Planet: {x: 828.5014610078309, y: 356.2395097171807, z: 746.0640900906208}, Habitable: false, Surface Area: 0
Planet: {x: 619.1311239229358, y: 205.63491420106095, z: 22.39128173124505}, Habitable: false, Surface Area: 0
Planet: {x: 93.246681183073, y: 300.5686216786001, z: 791.4375745287546}, Habitable: false, Surface Area: 0
Planet: {x: 177.5432543850044, y: 850.773568566292, z: 750.7981306608144}, Habitable: true, Surface Area: 60177984
Planet: {x: 452.5985790196971, y: 643.5789233560358, z: 664.0931950505535}, Habitable: true, Surface Area: 65459564
Planet: {x: 209.61639732966074, y: 812.4992545584154, z: 141.72349780182202}, Habitable: false, Surface Area: 0
Planet: {x: 204.4020843170269, y: 706.250535199589, z: 157.75759936861598}, Habitable: false, Surface Area: 0
Planet: {x: 730.6468486794446, y: 344.60504580143095, z: 999.3537798990458}, Habitable: false, Surface Area: 0
Planet: {x: 625.9664438078221, y: 987.4676706283292, z: 435.42459025441696}, Habitable: false, Surface Area: 0
Planet: {x: 653.2614923673466, y: 460.82598581640985, z: 984.2775060049084}, Habitable: true, Surface Area: 76902098
Planet: {x: 13.197570026179495, y: 242.02085499208238, z: 253.25554527941497}, Habitable: true, Surface Area: 88747211
Planet: {x: 565.7465566640296, y: 501.8287163355146, z: 567.5204405162162}, Habitable: true, Surface Area: 67731217
Planet: {x: 824.4335024307943, y: 681.0689187908916, z: 439.35645240172636}, Habitable: true, Surface Area: 21641303
Planet: {x: 558.0028312126717, y: 160.78740746081067, z: 617.8353102190823}, Habitable: false, Surface Area: 0
Planet: {x: 240.71764278154694, y: 536.9439847980384, z: 467.1309904647174}, Habitable: true, Surface Area: 32545883
Planet: {x: 157.0070189852093, y: 756.2478707120802, z: 221.09494413814468}, Habitable: true, Surface Area: 94021671
Planet: {x: 285.39611544808884, y: 24.08056559738747, z: 704.6279885248977}, Habitable: false, Surface Area: 0
Planet: {x: 488.30781469516336, y: 993.0511462315086, z: 886.4196994491305}, Habitable: true, Surface Area: 67342351
Planet: {x: 891.4568304508086, y: 930.9420147507732, z: 56.32484148372563}, Habitable: true, Surface Area: 1050688
Planet: {x: 254.3829646575877, y: 223.40923178088866, z: 170.91254328026452}, Habitable: false, Surface Area: 0
Planet: {x: 372.4991507779103, y: 35.48063266601553, z: 459.9474835966781}, Habitable: true, Surface Area: 80701304
Planet: {x: 842.4302718779306, y: 939.2783797768565, z: 479.6946482098969}, Habitable: false, Surface Area: 0
Planet: {x: 540.0994008715662, y: 294.7923806306068, z: 510.9989959251151}, Habitable: true, Surface Area: 47758901
Planet: {x: 461.21554623932303, y: 832.3118603895125, z: 363.371132883751}, Habitable: false, Surface Area: 0
Planet: {x: 733.1311321141895, y: 153.51409213058776, z: 710.3887988460853}, Habitable: true, Surface Area: 44504718
Planet: {x: 309.8293461443875, y: 44.4938187941557, z: 465.2467012224533}, Habitable: false, Surface Area: 0
Planet: {x: 140.61415130436262, y: 453.068819392048, z: 949.2411773014425}, Habitable: false, Surface Area: 0
Planet: {x: 274.3596618796, y: 996.8549944973059, z: 117.65654714586415}, Habitable: true, Surface Area: 84195381
Planet: {x: 404.7453477748315, y: 548.1336400533316, z: 760.039706420883}, Habitable: false, Surface Area: 0
Planet: {x: 848.7418388200505, y: 260.20989177066787, z: 230.9231314715283}, Habitable: true, Surface Area: 23983295
Planet: {x: 824.7103359930203, y: 693.0837033855328, z: 894.8400650876176}, Habitable: true, Surface Area: 77046221
Planet: {x: 62.43367366234875, y: 666.6165465914205, z: 32.69895026893121}, Habitable: false, Surface Area: 0
Planet: {x: 673.9184296319403, y: 188.7935168967423, z: 87.4359061478165}, Habitable: true, Surface Area: 85289402
Planet: {x: 576.0393386673996, y: 285.3372724861052, z: 129.65762396536974}, Habitable: true, Surface Area: 60403671
Planet: {x: 119.34268482883681, y: 946.6281483314749, z: 92.57435585007046}, Habitable: false, Surface Area: 0
Planet: {x: 400.3399514748618, y: 511.5177326305773, z: 170.69456690785012}, Habitable: true, Surface Area: 53448114
Planet: {x: 901.2941912045336, y: 985.2507531213413, z: 804.3979217461241}, Habitable: true, Surface Area: 15478508
Planet: {x: 286.67459561815, y: 675.7929032083814, z: 791.0188654841927}, Habitable: false, Surface Area: 0
Planet: {x: 650.9442911811341, y: 519.115814963077, z: 609.2350155637165}, Habitable: false, Surface Area: 0
Planet: {x: 927.6410224580455, y: 555.152299711362, z: 738.5970197848899}, Habitable: true, Surface Area: 99344846
Planet: {x: 435.7294291313192, y: 237.46078526173963, z: 411.3620789992465}, Habitable: true, Surface Area: 84229179
Planet: {x: 982.3906124842758, y: 905.7156795626541, z: 426.8518024604091}, Habitable: false, Surface Area: 0
Planet: {x: 55.08651826173994, y: 960.4323602492007, z: 955.7125640224804}, Habitable: false, Surface Area: 0
Planet: {x: 736.8966864762057, y: 177.61049489118562, z: 113.37394119795418}, Habitable: false, Surface Area: 0
Planet: {x: 781.6266115541674, y: 716.225311945039, z: 924.6857855363122}, Habitable: true, Surface Area: 93472607
Planet: {x: 381.4745191338331, y: 884.1999616413556, z: 652.5031500360564}, Habitable: false, Surface Area: 0
Planet: {x: 348.4844531008091, y: 231.0557530745687, z: 34.253170169672664}, Habitable: false, Surface Area: 0
Planet: {x: 506.3926381564481, y: 381.9173454876732, z: 403.5795364601018}, Habitable: false, Surface Area: 0
Planet: {x: 394.0934693496827, y: 779.868123537961, z: 135.7341417916027}, Habitable: true, Surface Area: 48711178
Planet: {x: 205.65128383209253, y: 504.8202025131656, z: 737.6984401050877}, Habitable: true, Surface Area: 91972867
Planet: {x: 616.1151630089814, y: 335.31357502338665, z: 164.655790795454}, Habitable: false, Surface Area: 0
Planet: {x: 499.90259700423746, y: 513.0950025616838, z: 923.6940223870827}, Habitable: true, Surface Area: 80780756
Planet: {x: 649.6296571640335, y: 26.208013861037216, z: 976.4751610376147}, Habitable: true, Surface Area: 66201751
Planet: {x: 164.67261602680972, y: 96.68607753323211, z: 500.90941174874473}, Habitable: false, Surface Area: 0
Planet: {x: 306.3771408953928, y: 193.12123140424055, z: 740.6371545594501}, Habitable: false, Surface Area: 0
Planet: {x: 902.0252804954858, y: 676.8502358109025, z: 797.4275981709737}, Habitable: false, Surface Area: 0
Planet: {x: 62.78924671879338, y: 498.87436368523066, z: 851.0579720497628}, Habitable: true, Surface Area: 1634708
Planet: {x: 388.20559840771176, y: 487.48113124561934, z: 75.81818697915388}, Habitable: false, Surface Area: 0
Planet: {x: 916.1551466459033, y: 359.99093172172445, z: 472.96021119616347}, Habitable: true, Surface Area: 38213894
Planet: {x: 499.5180447064036, y: 601.9362295889574, z: 681.4008110817318}, Habitable: false, Surface Area: 0
Planet: {x: 863.0915615845145, y: 459.73537884025495, z: 599.960588307955}, Habitable: false, Surface Area: 0
Planet: {x: 324.72087609821523, y: 912.1875248601606, z: 793.0639319303546}, Habitable: false, Surface Area: 0
Planet: {x: 108.90780704979241, y: 585.5953665441428, z: 767.8441156637883}, Habitable: false, Surface Area: 0
Planet: {x: 633.4892709326674, y: 914.5615211940892, z: 223.2493689117847}, Habitable: true, Surface Area: 88099592
Planet: {x: 225.1182968602723, y: 362.738265969927, z: 700.7423444281034}, Habitable: false, Surface Area: 0
Planet: {x: 975.5196919061137, y: 267.0763171606323, z: 240.26590604440278}, Habitable: true, Surface Area: 32549314
Planet: {x: 420.06500963137074, y: 2.5598084243667607, z: 381.02627296102696}, Habitable: false, Surface Area: 0
Planet: {x: 525.7895028621438, y: 249.19744122763854, z: 194.83556759331933}, Habitable: true, Surface Area: 15588936
Planet: {x: 999.841731349479, y: 690.7987995973655, z: 182.4894405910369}, Habitable: true, Surface Area: 52009365
Planet: {x: 674.9139553904063, y: 382.47350546928783, z: 150.01200665148627}, Habitable: true, Surface Area: 39254641
Planet: {x: 540.5546116114217, y: 553.0008546623446, z: 974.4869463743667}, Habitable: false, Surface Area: 0
Planet: {x: 343.7200109745229, y: 581.5922806131659, z: 822.103508471983}, Habitable: false, Surface Area: 0
Planet: {x: 693.7892279929929, y: 627.8531977517343, z: 878.7975245468283}, Habitable: true, Surface Area: 96842862
Planet: {x: 188.24580334152552, y: 689.4118001977295, z: 930.1261223469409}, Habitable: true, Surface Area: 73390671
Planet: {x: 499.38059805010647, y: 373.976720743346, z: 734.1594228534448}, Habitable: true, Surface Area: 68762177
Planet: {x: 692.3301653030562, y: 838.720805384568, z: 753.4880225689456}, Habitable: true, Surface Area: 73103180
Planet: {x: 473.6300275611287, y: 338.93134005372195, z: 350.288684638983}, Habitable: false, Surface Area: 0
Planet: {x: 359.1015983890438, y: 967.2597635500531, z: 330.45470384373556}, Habitable: false, Surface Area: 0
Planet: {x: 705.716300319373, y: 861.3232837345823, z: 76.84725312363571}, Habitable: true, Surface Area: 95301257
Planet: {x: 911.8755776480809, y: 882.5764634414104, z: 760.2938162794115}, Habitable: false, Surface Area: 0
Planet: {x: 49.759845253194655, y: 270.1503536644427, z: 429.67523840078957}, Habitable: false, Surface Area: 0
Planet: {x: 425.55315114276283, y: 487.0125584038363, z: 676.6332077860009}, Habitable: false, Surface Area: 0
Planet: {x: 173.3067932303163, y: 879.782284938524, z: 376.0809512496992}, Habitable: false, Surface Area: 0
Planet: {x: 315.5567281989908, y: 437.773857378168, z: 633.2036865643609}, Habitable: true, Surface Area: 34583863
Planet: {x: 433.32544532014094, y: 695.7587645742474, z: 550.7359877487053}, Habitable: false, Surface Area: 0
Planet: {x: 206.28302236291995, y: 692.3112617270417, z: 90.48862144067505}, Habitable: true, Surface Area: 17584558
Planet: {x: 581.4614453712228, y: 58.12343249543805, z: 711.682340150392}, Habitable: true, Surface Area: 65164376
Planet: {x: 96.48413286980806, y: 350.7304315651596, z: 594.8952255739217}, Habitable: true, Surface Area: 56966688
Planet: {x: 674.5878399856784, y: 841.2791394350103, z: 356.5946969432594}, Habitable: true, Surface Area: 21803671
Planet: {x: 254.24619432291263, y: 655.024865384495, z: 843.3289757775375}, Habitable: false, Surface Area: 0
Planet: {x: 991.091505278314, y: 752.2875591890497, z: 892.5497351810601}, Habitable: false, Surface Area: 0
Planet: {x: 104.47153203172621, y: 62.95172414766803, z: 481.08130020249297}, Habitable: false, Surface Area: 0
Planet: {x: 69.90067259336863, y: 301.99456851346594, z: 377.31399957020903}, Habitable: false, Surface Area: 0
Planet: {x: 289.3711929521976, y: 236.58038963322747, z: 611.6593974024753}, Habitable: true, Surface Area: 21887832
Planet: {x: 738.4622433206824, y: 590.9448265160921, z: 478.07208454662333}, Habitable: true, Surface Area: 99300211
Planet: {x: 474.39469241761765, y: 198.84141797622502, z: 906.6559837885237}, Habitable: false, Surface Area: 0
Planet: {x: 750.2521711876622, y: 169.24520266319522, z: 135.72773802361704}, Habitable: false, Surface Area: 0
Planet: {x: 731.5500031634288, y: 685.3362447080391, z: 740.660746434665}, Habitable: true, Surface Area: 33108860
Planet: {x: 690.5165757753731, y: 127.15954196966162, z: 385.2891861064436}, Habitable: true, Surface Area: 18898630
Planet: {x: 17.175627911718784, y: 904.258123998842, z: 555.0282509335569}, Habitable: false, Surface Area: 0
Planet: {x: 984.017058433885, y: 778.6623687787937, z: 529.6283639823356}, Habitable: false, Surface Area: 0
Planet: {x: 92.07411481607531, y: 111.85565027819334, z: 665.6428134723309}, Habitable: false, Surface Area: 0
Planet: {x: 427.34273941141043, y: 747.661197505058, z: 106.41465021303031}, Habitable: true, Surface Area: 89661287
Planet: {x: 702.509605328756, y: 467.69277761430294, z: 519.9821300065183}, Habitable: true, Surface Area: 12435574
Planet: {x: 252.57476142122349, y: 158.8976930780268, z: 189.5204002528672}, Habitable: false, Surface Area: 0
Planet: {x: 901.6345802315134, y: 452.4992361853475, z: 395.31230190935696}, Habitable: true, Surface Area: 2284452
